@id,@notation,@status,dct:description,dct:modified,ldp:membershipPredicate,owl:versionInfo,rdf:type,rdfs:label,rdfs:seeAlso,reg:manager,reg:owner,skos:altLabel
<http://codes.wmo.int/306/4678>,4678,stable,"'This register provides terms that may be used to describe significant [recent], present and forecast weather - enumerating the set of meteorologically valid options defined in WMO No. 306 Vol 1 code-table 4678. Each term comprises one or more of the elements from code-table 4678: 'intensity or proximity', 'descriptor', 'precipitation', 'obscuration' and 'other'.'@en",'2017-09-15T15:45:38.696Z'^^xsd:dateTime,skos:member,3,ldp:Container|reg:Register|skos:Collection,Code Table 4678: Significant weather phenomena,<http://www.wmo.int/pages/prog/www/WMOCodes/WMO306_vI1/VolumeI.1.html>,<http://codes.wmo.int/system/organization/www-dm>,<http://codes.wmo.int/system/organization/wmo>,w'w'
